ID_SOLICITANTE,ID_EMPRESTIMO,ID_HISTORICO,ID_SOLICITANTE,IDADE_SOLICITANTE,SALARIO_ANUAL,SITUACAO_PROPRIEDADE,ANOS_TRABALHADOS,ID_EMPRESTIMO,MOTIVO,PONTUACAO,VALOR_TOTAL_EMPRESTIMO,TAXA_JUROS,POSSIBILIDADE_INADIMPLENCIA,RENDA_PERCENTUAL,ID_HISTORICO,HISTORICO_INADIMPLENTE,ANOS_CARTAO_CREDITO
eNDdYiw5-wgXE,aRTc7q26-ugXe,54BjPciD-CAiR,eNDdYiw5-wgXE,31,32904,Hipotecada,15,aRTc7q26-ugXe,Empreendimento,C,3000,NULL,0,0.09,54BjPciD-CAiR,0,5
SDs4sq9n-0ky1,ZdGK1FZG-2G9q,cUmHGGnZ-oFuQ,SDs4sq9n-0ky1,39,12000,Alugada,NULL,ZdGK1FZG-2G9q,Empreendimento,B,2000,10.65,1,0.17,cUmHGGnZ-oFuQ,0,11
y8Ki7z4i-bBTA,cnQIziFC-p3xa,CKvSDY6o-z9bF,y8Ki7z4i-bBTA,24,86000,Hipotecada,0,cnQIziFC-p3xa,Pessoal,B,20000,10.99,1,0.23,CKvSDY6o-z9bF,0,4
1YHsXohP-xYOS,D6KZDMfG-3usL,ULQbRI1r-YsXX,1YHsXohP-xYOS,29,70000,Hipotecada,13,D6KZDMfG-3usL,Médico,A,10000,6.99,0,0.14,ULQbRI1r-YsXX,0,5
D2p02PXU-CNuP,EyDonijD-HEiN,gwAHt9Jd-Tza6,D2p02PXU-CNuP,25,35500,Alugada,5,EyDonijD-HEiN,Médico,B,4000,10.99,0,0.11,gwAHt9Jd-Tza6,0,3
OjRu9i1E-v7Lh,IznlYOmB-5sWd,fGksb4d0-TH7L,OjRu9i1E-v7Lh,22,18000,Alugada,0,IznlYOmB-5sWd,Médico,C,3000,13.99,1,0.17,fGksb4d0-TH7L,1,4
7XcKTbdT-5LpS,Dppg7pCX-gGee,oSxWU86h-AzLU,7XcKTbdT-5LpS,36,120000,Hipotecada,12,Dppg7pCX-gGee,"Melhora do lar",A,14500,5.42,0,0.12,oSxWU86h-AzLU,0,13
CXDRMHSB-BT8G,lcTLYhL4-N0Cb,MYcW2hvx-iOUL,CXDRMHSB-BT8G,30,43200,Hipotecada,5,lcTLYhL4-N0Cb,"Melhora do lar",C,4200,13.49,0,0.1,MYcW2hvx-iOUL,1,7
WyMywUZd-WtEU,fkdREc6l-hJtO,SyNpRWMf-IBFE,WyMywUZd-WtEU,26,28800,Alugada,4,fkdREc6l-hJtO,Médico,A,7000,5.42,0,0.24,SyNpRWMf-IBFE,0,4
wfoF4hsy-sPIH,yI3nJJWF-1GpQ,gXsECNoE-7d2r,wfoF4hsy-sPIH,32,40277,Alugada,5,yI3nJJWF-1GpQ,Médico,B,15000,11.71,1,0.37,gXsECNoE-7d2r,0,8
mx4gENm0-pcWB,IyBE3EtQ-wJhC,1U21z2cG-rz3O,mx4gENm0-pcWB,23,52360,Hipotecada,NULL,IyBE3EtQ-wJhC,Empreendimento,D,15000,16.49,0,0.29,1U21z2cG-rz3O,1,2
RnzUnhl7-TDvQ,inNswnu4-JP3J,Q5xs9SPO-JsWw,RnzUnhl7-TDvQ,26,85000,Alugada,2,inNswnu4-JP3J,Empreendimento,A,28000,7.49,1,0.33,Q5xs9SPO-JsWw,0,3
GLmLcJ5z-K4n7,F4GrC60M-FeoQ,ewmubkSG-CbNk,GLmLcJ5z-K4n7,23,54804,Alugada,4,F4GrC60M-FeoQ,Educativo,D,3600,16.77,0,0.07,ewmubkSG-CbNk,1,4
3JGqF9mW-H7lt,csAX8997-gIyh,lGovUUU3-6iNl,3JGqF9mW-H7lt,23,22000,Alugada,0,csAX8997-gIyh,Empreendimento,A,4750,NULL,0,0.23,lGovUUU3-6iNl,NULL,2
qI38NMrm-IuHI,8A8fQinN-Srb7,F3kUSlJM-CbeZ,qI38NMrm-IuHI,NULL,85296,Alugada,7,8A8fQinN-Srb7,"Pagamento de débitos",C,NULL,NULL,0,0.09,F3kUSlJM-CbeZ,0,4
BX7rwXJG-MCTs,vBaJTseS-om53,a69WBlgm-i6GC,BX7rwXJG-MCTs,24,55000,Hipotecada,8,vBaJTseS-om53,Pessoal,D,15000,NULL,0,0.27,a69WBlgm-i6GC,1,3
mKoJbC6b-SZn4,QS0el12k-DzFe,fgA16Q17-8zeO,mKoJbC6b-SZn4,24,60000,Alugada,4,QS0el12k-DzFe,Pessoal,B,12500,11.49,0,0.21,fgA16Q17-8zeO,0,3
0POZyPIf-rqOB,pS4JEQBE-nh3z,44fIw9Cy-qH5C,0POZyPIf-rqOB,25,80000,Hipotecada,7,pS4JEQBE-nh3z,"Melhora do lar",A,6000,7.9,0,0.07,44fIw9Cy-qH5C,0,3
FmwjqMWP-zmuy,jxS64doh-Hetf,fqYQuO2p-FB60,FmwjqMWP-zmuy,24,130000,Alugada,7,jxS64doh-Hetf,"Pagamento de débitos",B,24000,11.49,0,0.18,fqYQuO2p-FB60,0,3
g4hP4TmR-OgCU,hBsWlIXf-nCBR,cBZU1X0B-Ya7B,g4hP4TmR-OgCU,23,50000,Alugada,5,hBsWlIXf-nCBR,Pessoal,A,10000,8.94,0,0.2,cBZU1X0B-Ya7B,0,2
agp5H48v-Q1hB,oAjEcLOz-WXon,PlIjp3aN-bDBM,agp5H48v-Q1hB,23,30000,Alugada,2,oAjEcLOz-WXon,Educativo,A,6400,6.99,0,0.21,PlIjp3aN-bDBM,0,4
l7TlibFa-hGkH,60NSc0IY-GNAG,8drWdA2H-aQUj,l7TlibFa-hGkH,34,67392,Hipotecada,0,60NSc0IY-GNAG,Pessoal,C,15000,13.85,1,0.22,8drWdA2H-aQUj,1,5
opJH3Cho-OLcp,65TX7qut-reMS,EkL0Ezob-zEL2,opJH3Cho-OLcp,30,39552,Hipotecada,2,65TX7qut-reMS,Empreendimento,B,12375,10.37,0,0.31,EkL0Ezob-zEL2,0,9
yrL27Gzn-imvW,zjwERmLe-r97O,uQdCArAk-ISO3,yrL27Gzn-imvW,31,65000,Hipotecada,3,zjwERmLe-r97O,"Pagamento de débitos",A,10000,11.03,NULL,NULL,uQdCArAk-ISO3,0,3
Lo9hbmzq-QiTt,ECHWWJy5-HbrP,TJEDr2EU-FR1b,Lo9hbmzq-QiTt,28,108000,Alugada,2,ECHWWJy5-HbrP,Pessoal,D,20000,15.31,1,0.19,TJEDr2EU-FR1b,0,7
W6OrWN06-2MAy,np9awxxf-u2ab,iYK0xidJ-lBDt,W6OrWN06-2MAy,31,64900,Alugada,2,np9awxxf-u2ab,Médico,A,10000,7.66,0,0.15,iYK0xidJ-lBDt,0,5
lIztn2BD-30W1,6UYq401o-sJ0A,yTwTxp9g-cdy4,lIztn2BD-30W1,25,25200,Própria,5,6UYq401o-sJ0A,"Melhora do lar",D,1200,15.99,0,0.05,yTwTxp9g-cdy4,1,3
i9PIXGe3-abQG,yYlc2ZFN-f1yz,xrY2j1Fr-Mpxx,i9PIXGe3-abQG,25,56000,Alugada,2,yYlc2ZFN-f1yz,Pessoal,B,3000,12.69,0,0.05,xrY2j1Fr-Mpxx,0,3
14fEcnuZ-CddG,FNHqRO2z-Ar9X,3BNxNKT8-HBt9,14fEcnuZ-CddG,45,123000,Alugada,2,FNHqRO2z-Ar9X,Educativo,F,14000,NULL,1,0.11,3BNxNKT8-HBt9,0,17
JxRWa6NZ-4s7q,wbvipmUO-9m1j,r8ABnD9l-ekpt,JxRWa6NZ-4s7q,26,56045,Alugada,1,wbvipmUO-9m1j,Médico,D,24250,14.96,1,0.37,r8ABnD9l-ekpt,0,2
bUEJEnSA-Cii3,Oq73PUeo-cFIB,c4BkPYor-itKH,bUEJEnSA-Cii3,24,50000,Alugada,8,Oq73PUeo-cFIB,Pessoal,C,8000,15.96,0,0.16,c4BkPYor-itKH,0,3
9v6Cnm8p-ZHB3,XI95Yv98-aWdI,xkx5dKt2-5Kfo,9v6Cnm8p-ZHB3,24,70000,Hipotecada,9,XI95Yv98-aWdI,Médico,A,7500,8.32,0,0.11,xkx5dKt2-5Kfo,0,2
zcxpTvQR-DFaS,yvSJ3JZJ-wnTi,tdl6J5W8-cSQf,zcxpTvQR-DFaS,30,50000,Alugada,4,yvSJ3JZJ-wnTi,"Melhora do lar",E,16000,16.77,1,0.32,tdl6J5W8-cSQf,0,5
AqbSBaJq-jEFl,iCwRSj9Z-ROjX,3iSwP9YG-xoBB,AqbSBaJq-jEFl,22,72000,,1,iCwRSj9Z-ROjX,Empreendimento,B,22100,7.29,NULL,0.31,3iSwP9YG-xoBB,0,5
q7p8al6p-kovf,IzAKBBp8-4hek,8kFbSpx8-Ca6l,q7p8al6p-kovf,29,24000,Própria,3,IzAKBBp8-4hek,Pessoal,A,7200,7.51,0,0.3,8kFbSpx8-Ca6l,0,6
piczfiLk-B4dv,ijS2Kc62-eEyZ,hg0X557p-tHJZ,piczfiLk-B4dv,25,61000,Própria,2,ijS2Kc62-eEyZ,Pessoal,C,15000,14.65,0,0.25,hg0X557p-tHJZ,0,2
GgTyyvXm-e0SY,Onkk8AA3-aMnI,sHtyBYaq-GIsw,GgTyyvXm-e0SY,26,225000,Alugada,1,Onkk8AA3-aMnI,Educativo,A,3000,9.32,0,0.01,sHtyBYaq-GIsw,0,4
WAwUiLik-5mQX,2eq63G7B-PFeX,COvG0Egu-QN1J,WAwUiLik-5mQX,23,92000,Hipotecada,7,2eq63G7B-PFeX,Pessoal,B,15000,11.26,0,0.16,COvG0Egu-QN1J,0,2
fyjIH75q-Opz6,sioi5gJg-kz7A,NMvRbjbc-2qfW,fyjIH75q-Opz6,43,43000,Hipotecada,5,sioi5gJg-kz7A,Pessoal,B,15000,8.88,0,0.35,NMvRbjbc-2qfW,0,15
CgkgmqAI-bXfk,R4Lvrgcv-B1cq,EJfFZ22H-HLG4,CgkgmqAI-bXfk,23,54000,Alugada,7,R4Lvrgcv-B1cq,"Pagamento de débitos",B,15550,11.71,0,0.29,EJfFZ22H-HLG4,0,4
t7cAmWrg-TT20,g1QJh3e9-ELRe,3rvNCYpz-c6yY,t7cAmWrg-TT20,25,60000,Alugada,8,g1QJh3e9-ELRe,"Melhora do lar",D,5000,15.57,0,0.08,3rvNCYpz-c6yY,0,4
GTO3xGzD-4oiz,YWO4Ma8L-qI9E,sF5jokvT-eTUg,GTO3xGzD-4oiz,30,72000,Hipotecada,3,YWO4Ma8L-qI9E,Pessoal,B,12000,10.95,0,0.17,sF5jokvT-eTUg,0,5
RiKM4mhM-8EX2,ZZjPYZPm-NImQ,vDYgjxQB-7qmN,RiKM4mhM-8EX2,25,99996,Hipotecada,3,ZZjPYZPm-NImQ,Empreendimento,A,8000,8,0,0.08,vDYgjxQB-7qmN,0,2
n0Jk3UO3-Ommp,mI8AmH0u-flJt,Rmf3cyuK-c0TT,n0Jk3UO3-Ommp,23,60000,Alugada,0,mI8AmH0u-flJt,Educativo,C,11200,10.78,0,0.19,Rmf3cyuK-c0TT,0,3
vAa2FKSy-G3rr,3rBB9zI7-FvtD,5Bw7Rqwc-Jxzu,vAa2FKSy-G3rr,26,30000,Alugada,0,3rBB9zI7-FvtD,"Pagamento de débitos",D,6000,NULL,1,0.2,5Bw7Rqwc-Jxzu,1,2
zCR5X35c-MdAL,wwj1UCDQ-tQwK,SjX1a1pt-ENCE,zCR5X35c-MdAL,23,31000,Alugada,1,wwj1UCDQ-tQwK,Pessoal,D,1000,14.96,1,0.03,SjX1a1pt-ENCE,1,3
3WJPPaUe-uaML,lk33Hcjz-gLo8,OdvqMRpk-Dx70,3WJPPaUe-uaML,23,98000,Alugada,0,lk33Hcjz-gLo8,Educativo,E,10000,16.4,1,0.1,OdvqMRpk-Dx70,0,2
LOT4sgsC-eLDM,oDBxfg7v-uSR3,oZTk0aaU-C9Ez,LOT4sgsC-eLDM,26,30000,Hipotecada,0,oDBxfg7v-uSR3,Educativo,A,4000,7.14,0,0.13,oZTk0aaU-C9Ez,0,3
2t0KNhlF-sgyP,qaaU5wjK-6jog,GZKySWkk-KU5v,2t0KNhlF-sgyP,23,62000,Hipotecada,3,qaaU5wjK-6jog,Médico,A,9000,NULL,0,0.15,GZKySWkk-KU5v,0,4
CxRGrCEd-m3Bm,SBQMzf00-iI25,zWEQQbgS-9xlz,CxRGrCEd-m3Bm,48,57996,Alugada,2,SBQMzf00-iI25,"Melhora do lar",C,7000,13.61,0,0.12,zWEQQbgS-9xlz,1,12
gBGhZQCP-fvPe,yskrCuGZ-eQ27,ucQH7loD-C8C0,gBGhZQCP-fvPe,27,64000,Alugada,3,yskrCuGZ-eQ27,Pessoal,A,3600,7.49,1,0.06,ucQH7loD-C8C0,0,5
aZ0nnQl7-xAYm,l79BmKKJ-13P8,QratAEWB-igg5,aZ0nnQl7-xAYm,24,75000,Hipotecada,7,l79BmKKJ-13P8,Educativo,A,8500,6.99,0,0.11,QratAEWB-igg5,0,3
OAetmPHN-FJ1g,w1PEWh4n-imOZ,yZc4buts-o2fL,OAetmPHN-FJ1g,24,29200,Hipotecada,6,w1PEWh4n-imOZ,Pessoal,A,2500,6.76,0,0.09,yZc4buts-o2fL,0,2
LCnIhp8f-lCPx,JtKax5NN-P0te,BO9poiuC-yvaf,LCnIhp8f-lCPx,30,107000,Hipotecada,0,JtKax5NN-P0te,"Pagamento de débitos",C,2500,10.78,0,0.02,BO9poiuC-yvaf,1,6
Qyc1ozfy-9hlQ,Rm0br07p-Wtm0,W48m2Ctn-fH2T,Qyc1ozfy-9hlQ,30,15000,Alugada,NULL,Rm0br07p-Wtm0,"Melhora do lar",A,2700,7.29,1,0.18,W48m2Ctn-fH2T,0,5
s7pyJBwl-5piE,Widj4IOW-PoY5,YrpSRAWW-wKy9,s7pyJBwl-5piE,22,60000,Hipotecada,5,Widj4IOW-PoY5,Empreendimento,A,5600,7.49,0,0.09,YrpSRAWW-wKy9,0,3
REbzFYNl-hnes,lsEy07E7-BXRJ,kWdhMz3D-Q5WF,REbzFYNl-hnes,25,78000,Hipotecada,9,lsEy07E7-BXRJ,Educativo,A,8000,5.79,0,0.1,kWdhMz3D-Q5WF,0,2
X4PQWYji-tR9M,NbARdbTQ-rIPd,pQQb8IOQ-Y6Ml,X4PQWYji-tR9M,23,43000,Hipotecada,3,NbARdbTQ-rIPd,Empreendimento,D,3600,15.62,0,0.08,pQQb8IOQ-Y6Ml,0,3
puns5iqo-IDq9,jvZHNtMW-4wMu,6q7UoGFU-W3EY,puns5iqo-IDq9,23,75000,Hipotecada,2,jvZHNtMW-4wMu,Empreendimento,E,19600,15.13,0,0.26,6q7UoGFU-W3EY,0,3
Kh0zx7s4-bQs2,nEZgOU5Q-P3sJ,7XkLiMTW-oCuJ,Kh0zx7s4-bQs2,24,49000,Outros,1,nEZgOU5Q-P3sJ,Pessoal,C,20000,11.34,1,0.41,7XkLiMTW-oCuJ,1,4
w3SRhnZE-KFio,STBcPN5B-qnp0,gBjiRDrr-Zs0n,w3SRhnZE-KFio,29,65000,Hipotecada,5,STBcPN5B-qnp0,Médico,B,6000,10.36,0,0.09,gBjiRDrr-Zs0n,0,7
1fUhgAW3-Mwyd,jOMmvvzc-3ubO,jq49PCQl-KaGi,1fUhgAW3-Mwyd,34,30000,Própria,3,jOMmvvzc-3ubO,"Melhora do lar",C,8875,14.27,0,0.3,jq49PCQl-KaGi,1,8
WRzjj0aD-XyKa,zdX0hfy0-aaLQ,AzI4zOmY-DnEn,WRzjj0aD-XyKa,24,75000,Hipotecada,0,zdX0hfy0-aaLQ,Educativo,B,7000,11.99,0,0.09,AzI4zOmY-DnEn,0,3
Xkn8efXu-fNSr,5jJRi5h8-tBx5,0ze76sI8-dLYP,Xkn8efXu-fNSr,26,30000,Alugada,1,5jJRi5h8-tBx5,Médico,E,NULL,7.51,0,0.17,0ze76sI8-dLYP,0,9
zkt51GgD-xc3p,syD8Yswd-QYXa,ERE1cQhm-Aej6,zkt51GgD-xc3p,24,88000,Alugada,0,syD8Yswd-QYXa,"Melhora do lar",B,14000,9.99,0,0.16,ERE1cQhm-Aej6,0,3
SlAQbthu-QeUh,X67pnsaD-cDua,QnzzY9Jz-8QYo,SlAQbthu-QeUh,27,85000,Hipotecada,9,X67pnsaD-cDua,Médico,B,24000,11.71,0,0.28,QnzzY9Jz-8QYo,0,10
UoU2H0Jl-tcRs,K7FCb64r-qtkt,biBFBQlr-QAKv,UoU2H0Jl-tcRs,22,33600,Alugada,3,K7FCb64r-qtkt,Educativo,B,10000,10.25,0,0.3,biBFBQlr-QAKv,0,3
0g7M0qhC-I6EQ,QObwPbTq-0c5q,btKWsiaB-UD8w,0g7M0qhC-I6EQ,26,75000,Alugada,2,QObwPbTq-0c5q,Pessoal,C,16000,13.35,0,0.21,btKWsiaB-UD8w,1,2
YwOjAOxZ-ls2u,gfWyQnti-SkZ4,QTMf88FA-LrT0,YwOjAOxZ-ls2u,21,61464,Hipotecada,5,gfWyQnti-SkZ4,"Melhora do lar",C,4000,NULL,1,0.07,QTMf88FA-LrT0,1,2
QXJII7NW-N2Bw,CdCXErYN-3OlN,2CJrH18S-fRDJ,QXJII7NW-N2Bw,29,18000,Alugada,2,CdCXErYN-3OlN,"Melhora do lar",B,3000,12.69,1,0.17,2CJrH18S-fRDJ,0,8
G1pWB5Bq-mkFg,Y5rt4Pf1-RptN,H5uMTSKK-ChzA,G1pWB5Bq-mkFg,25,31200,Própria,9,Y5rt4Pf1-RptN,Pessoal,A,15000,6.03,0,0.48,H5uMTSKK-ChzA,0,4
RbC5DLyf-5EW6,fPHlhrRP-jiKD,oLW6vbWF-LqIL,RbC5DLyf-5EW6,27,44000,Alugada,6,fPHlhrRP-jiKD,Empreendimento,A,4800,7.51,0,0.11,oLW6vbWF-LqIL,0,10
CZa51aCR-LFnz,v26nv5KM-3BHN,SnC5SCNx-FLSs,CZa51aCR-LFnz,47,30000,Alugada,5,v26nv5KM-3BHN,"Pagamento de débitos",B,8000,12.18,1,0.27,SnC5SCNx-FLSs,0,11
w4crMBvt-TglI,D3yARbkf-YJoW,ijqY6pQx-JytZ,w4crMBvt-TglI,25,52000,Alugada,3,D3yARbkf-YJoW,Educativo,B,7200,12.69,0,0.14,ijqY6pQx-JytZ,0,3
tfqTbqEn-oWNI,DZqfFa8X-bo5E,ys907RcW-JMpf,tfqTbqEn-oWNI,24,35000,Alugada,9,DZqfFa8X-bo5E,Educativo,A,1500,NULL,0,0.04,ys907RcW-JMpf,0,3
jedagxzt-7blT,yw4fd2hG-N3zN,NvMCUgIC-DQXa,jedagxzt-7blT,26,29000,Alugada,0,yw4fd2hG-N3zN,"Melhora do lar",D,3400,15.62,1,0.12,NvMCUgIC-DQXa,1,4
CI4C1470-vSto,v80yk4At-jGMI,toZY2ppw-QCps,CI4C1470-vSto,32,61000,,NULL,v80yk4At-jGMI,"Pagamento de débitos",B,2300,10.99,0,0.08,toZY2ppw-QCps,0,2
EdFRRPGu-xf1r,3nmm0Tzx-aDNb,a9oXa6z8-YTH1,EdFRRPGu-xf1r,25,40000,Alugada,2,3nmm0Tzx-aDNb,"Pagamento de débitos",B,5600,NULL,0,0.14,a9oXa6z8-YTH1,0,3
8K1nG6bg-EO81,rnjm1JWT-KiCZ,Hsuhb2up-qL4q,8K1nG6bg-EO81,27,54000,Alugada,2,rnjm1JWT-KiCZ,Médico,B,20000,10.99,1,0.37,Hsuhb2up-qL4q,0,8
sQn0b9mY-8A7o,AsvXlkBJ-DqgJ,6zkFQ3oX-akfd,sQn0b9mY-8A7o,39,88400,Hipotecada,20,AsvXlkBJ-DqgJ,Médico,F,25000,18.3,1,0.24,6zkFQ3oX-akfd,0,13
83iuBO6H-NTNb,0Bj86lXi-5zWT,YLqn4MZU-PHHv,83iuBO6H-NTNb,22,110000,Alugada,3,0Bj86lXi-5zWT,"Pagamento de débitos",B,12600,10.75,0,0.11,YLqn4MZU-PHHv,0,2
QL83CEXC-T0px,17fnI3sH-eCfx,zCUWycif-t05v,QL83CEXC-T0px,36,32000,Própria,0,17fnI3sH-eCfx,Educativo,A,1200,7.14,0,0.04,zCUWycif-t05v,0,16
ogjcfsMo-4O7C,vhqf1mUH-PAD9,hMNsTBOW-ZOfy,ogjcfsMo-4O7C,45,100000,Hipotecada,16,vhqf1mUH-PAD9,Pessoal,A,16000,6.62,0,0.16,hMNsTBOW-ZOfy,0,16
czXhEh29-2WH6,qjrPZ8vh-1gOB,dmWRWfbG-SQv5,czXhEh29-2WH6,24,34132,Alugada,0,qjrPZ8vh-1gOB,Educativo,B,12000,10.62,1,0.35,dmWRWfbG-SQv5,0,3
4aSKEPfa-vK8L,9O0taQGL-tpaR,nRliETn1-7xcP,4aSKEPfa-vK8L,22,116000,Hipotecada,3,9O0taQGL-tpaR,"Pagamento de débitos",B,12000,10.25,0,0.1,nRliETn1-7xcP,0,4
fBvkExeo-xmxs,0KCzfJSR-uww5,Pjdk3rPT-3o1B,fBvkExeo-xmxs,27,95004,Hipotecada,1,0KCzfJSR-uww5,Pessoal,A,15000,7.51,0,0.16,Pjdk3rPT-3o1B,0,9
n36XDkyd-pHI0,0r9h84TW-h5ho,WaTZ7qo2-XB54,n36XDkyd-pHI0,27,65000,Hipotecada,0,0r9h84TW-h5ho,"Melhora do lar",D,22000,14.09,0,0.34,WaTZ7qo2-XB54,1,6
wwx8gF2c-TwQF,A4Nc4aJT-shcb,sIy5ghBk-fnHW,wwx8gF2c-TwQF,36,45000,Alugada,14,A4Nc4aJT-shcb,"Pagamento de débitos",B,6000,9.99,0,0.13,sIy5ghBk-fnHW,0,12
SP1RTUfs-WLAJ,oeTRakX6-OMux,R879xwdO-0dcD,SP1RTUfs-WLAJ,25,26004,Hipotecada,3,oeTRakX6-OMux,Educativo,B,10000,9.91,0,0.38,R879xwdO-0dcD,0,2
zAGYhdqJ-pD7D,4cXZj28b-TIKj,4pfUPfsE-8Ltp,zAGYhdqJ-pD7D,30,43000,Alugada,1,4cXZj28b-TIKj,Médico,A,3200,8,0,0.07,4pfUPfsE-8Ltp,0,5
9UwxtzKc-Cxas,eNglPlbm-eMQ3,svLGCqUl-rZx4,9UwxtzKc-Cxas,24,37000,Alugada,1,eNglPlbm-eMQ3,"Pagamento de débitos",A,6000,7.66,0,0.16,svLGCqUl-rZx4,0,2
3569kZQ9-G0xf,BHcRxbQF-yQuF,fL9WrDHi-mfiz,3569kZQ9-G0xf,23,39000,Alugada,5,BHcRxbQF-yQuF,Pessoal,C,8400,13.79,1,0.22,fL9WrDHi-mfiz,0,2
hlAhOY05-xDxe,BGXgJ9v9-XFPh,2yJrbEK7-1c2d,hlAhOY05-xDxe,27,96000,Alugada,3,BGXgJ9v9-XFPh,"Melhora do lar",A,10000,7.88,0,0.1,2yJrbEK7-1c2d,0,10
JYwzUCRW-5cTG,N5Z2X90U-6ABy,gObjiAkd-7uh7,JYwzUCRW-5cTG,22,25000,Alugada,0,N5Z2X90U-6ABy,Pessoal,A,7500,7.51,0,0.3,gObjiAkd-7uh7,0,4
IkLfOAsN-7aLs,DX2CbLdW-ZGAe,ZxTaW5XR-7AzU,IkLfOAsN-7aLs,25,42000,Alugada,2,DX2CbLdW-ZGAe,Educativo,A,3150,5.79,0,0.07,ZxTaW5XR-7AzU,0,4
O2Iwu1Ef-8pkD,TmbcgLoZ-td24,4ASQ4c2n-FI9h,O2Iwu1Ef-8pkD,34,80000,Alugada,4,TmbcgLoZ-td24,Educativo,A,5000,6.17,0,0.06,4ASQ4c2n-FI9h,0,8
ToIZryHX-ZcX8,13YbkSU7-3Ugy,yorxrujQ-ezKi,ToIZryHX-ZcX8,27,32500,Própria,3,13YbkSU7-3Ugy,Pessoal,A,5000,6.62,0,0.15,yorxrujQ-ezKi,0,8
38mZuJnx-h9xx,4lixrbzF-PaML,8JfHW27Z-93RO,38mZuJnx-h9xx,26,62500,Alugada,7,4lixrbzF-PaML,Médico,C,12000,12.23,0,0.19,8JfHW27Z-93RO,1,4
fouL80A0-GSbF,ozHrj2lo-1sBq,MbRLoU9m-0E32,fouL80A0-GSbF,28,39000,Alugada,6,ozHrj2lo-1sBq,Médico,D,8000,14.91,1,0.21,MbRLoU9m-0E32,1,7
6CAkaOtT-FlLe,ykDz5OWa-e5CU,BxwOdxv2-yLTm,6CAkaOtT-FlLe,25,38000,Alugada,9,ykDz5OWa-e5CU,Pessoal,E,15000,16.45,1,0.39,BxwOdxv2-yLTm,1,3
poyAMKgU-uJSs,DUutd1es-u6fa,2oxCiiub-3GWu,poyAMKgU-uJSs,23,62400,Alugada,0,DUutd1es-u6fa,Empreendimento,A,12000,6.91,0,0.19,2oxCiiub-3GWu,0,3
sshB2Y6q-HZlx,n2vpquGb-uELg,8Es6aPbA-kObU,sshB2Y6q-HZlx,25,72893,Hipotecada,9,n2vpquGb-uELg,Pessoal,C,20000,13.22,0,0.27,8Es6aPbA-kObU,0,2
EJhjEgBZ-XQul,RO9geFAv-Zmvo,0FzqUdab-3hdr,EJhjEgBZ-XQul,23,98000,Própria,6,RO9geFAv-Zmvo,Educativo,D,10000,18.07,0,0.1,0FzqUdab-3hdr,1,3
wGOHpYfr-Ho1s,sG1126TZ-ggJa,FPupAvlz-wCFO,wGOHpYfr-Ho1s,25,69000,Hipotecada,10,sG1126TZ-ggJa,"Pagamento de débitos",D,15000,14.54,1,0.22,FPupAvlz-wCFO,1,3
TlBOfJ76-hfqn,3D1gIvwp-w3NJ,NwbfvROq-Zeh4,TlBOfJ76-hfqn,22,37000,Alugada,NULL,3D1gIvwp-w3NJ,"Pagamento de débitos",B,10000,NULL,0,0.27,NwbfvROq-Zeh4,0,2
UDNED31r-Yqam,Fa20k898-kGDv,AY55mLPv-XUuZ,UDNED31r-Yqam,24,78300,Alugada,2,Fa20k898-kGDv,Empreendimento,A,7000,6.03,0,0.09,AY55mLPv-XUuZ,0,3
BS2s97a0-Z7Wj,l3XkfgMd-1BWj,4aJQsTln-CdTi,BS2s97a0-Z7Wj,32,64000,Alugada,1,l3XkfgMd-1BWj,Educativo,D,4200,NULL,1,0.07,4aJQsTln-CdTi,1,5
pyds3XGU-7RRS,ISD4mFw4-GnYT,tnMfN0C9-fLm4,pyds3XGU-7RRS,24,59400,Alugada,8,ISD4mFw4-GnYT,"Pagamento de débitos",A,6000,7.9,0,0.1,tnMfN0C9-fLm4,0,3
Ke9GAsjD-4ICN,OXFo4pfx-G9Rd,p25AZZxp-C9Dd,Ke9GAsjD-4ICN,33,59000,Alugada,17,OXFo4pfx-G9Rd,Médico,B,9600,9.91,0,0.16,p25AZZxp-C9Dd,0,8
TvFLlPq4-d6Ut,tIhAcJpJ-TrR1,KGYuwe7D-gzzC,TvFLlPq4-d6Ut,38,47000,Hipotecada,5,tIhAcJpJ-TrR1,"Pagamento de débitos",A,11000,8.9,0,0.23,KGYuwe7D-gzzC,0,16
YxUU8YWe-vKbX,msLZyGsW-KgAY,al8AGrd3-j25z,YxUU8YWe-vKbX,46,65000,Alugada,1,msLZyGsW-KgAY,Educativo,B,6000,12.69,0,0.09,al8AGrd3-j25z,0,13
Kb4PsvNv-SGZE,WTWrFsEz-5pSh,Yn70yTJ8-Uq0M,Kb4PsvNv-SGZE,31,40000,Própria,0,WTWrFsEz-5pSh,Médico,D,15000,15.31,0,0.38,Yn70yTJ8-Uq0M,1,10
k892F3RW-F22m,uNUTkfc3-DL2C,RA6KUqnJ-IbNB,k892F3RW-F22m,31,17000,Alugada,3,uNUTkfc3-DL2C,Empreendimento,B,4575,11.48,1,0.27,RA6KUqnJ-IbNB,0,7
nZYhdwrm-Jvex,HgYeyqDD-TNQq,58szYr4u-5m4i,nZYhdwrm-Jvex,32,64052,Alugada,3,HgYeyqDD-TNQq,"Melhora do lar",B,4875,10.74,0,0.08,58szYr4u-5m4i,0,9
